package_id	package_name
af6ea201-5e10-4de1-b325-3f02ed273354	Locate Mosaic
ae4e5705-09b9-4715-bc49-8c93d37159d5	Landgate Basemap
a1d0186e-2b1a-4f1a-9e5c-b8c110f2b7ed	Bathymetry Imagery
8510ba90-d217-4d1b-9a18-dd7c64455e2a	WA Regional Aerial Photography Mosaic
911e779f-f00f-4ea1-ab76-c002fb355d3b	Perth4 Aerial Photography Mosaic
9b6de450-abf7-4384-bd6a-dad27e19a53f	WA Now Mosaic
2baae5d7-1794-4e42-a08d-22d13ebcc847	Perth2 Aerial Photography Mosaic

